season,match_date,home_team,away_team,home_goals,away_goals,home_ht_goals,away_ht_goals,shots_home,shots_away,shots_on_target_home,shots_on_target_away,corners_home,corners_away,fouls_home,fouls_away,yellow_home,yellow_away,red_home,red_away,result
2014-15,2015-02-15,Valencia,Getafe,1,0,0,0,13,10,3,1,7,2,16,10,3,4,0,0,home_win
2014-15,2015-02-15,Vallecano,Villarreal,2,0,0,0,13,9,7,2,5,5,12,14,2,2,0,0,home_win
2014-15,2015-02-16,Eibar,Elche,0,1,0,0,18,6,7,2,5,3,13,12,3,1,1,0,away_win
2014-15,2015-02-20,Getafe,Espanol,2,1,1,0,10,11,4,7,2,5,15,14,3,3,0,0,home_win
2014-15,2015-02-21,Ath Madrid,Almeria,3,0,3,0,9,9,6,1,8,4,13,13,1,1,1,0,home_win
2014-15,2015-02-21,Barcelona,Malaga,0,1,0,1,11,11,5,3,11,3,9,11,4,3,0,0,away_win
2014-15,2015-02-21,Cordoba,Valencia,1,2,0,1,11,17,4,7,6,2,17,15,1,2,0,0,away_win
2014-15,2015-02-21,La Coruna,Celta,0,2,0,0,14,8,4,5,4,3,17,13,2,4,1,0,away_win
2014-15,2015-02-22,Villarreal,Eibar,1,0,0,0,21,10,6,1,8,3,5,3,2,0,0,0,home_win
2014-15,2015-02-22,Sociedad,Sevilla,4,3,1,1,17,17,8,5,5,10,16,12,5,3,0,0,home_win
2014-15,2015-02-22,Elche,Real Madrid,0,2,0,0,4,17,1,5,1,6,17,6,4,1,0,0,away_win
2014-15,2015-02-22,Ath Bilbao,Vallecano,1,0,0,0,19,5,6,1,11,4,17,13,3,2,0,0,home_win
2014-15,2015-02-23,Levante,Granada,2,1,0,1,9,10,4,4,7,4,18,14,3,5,1,2,home_win
2014-15,2015-02-27,Espanol,Cordoba,1,0,1,0,12,16,4,4,2,6,22,14,5,4,0,0,home_win
2014-15,2015-02-28,Almeria,La Coruna,0,0,0,0,10,25,3,9,7,11,13,19,2,3,2,0,draw
2014-15,2015-02-28,Granada,Barcelona,1,3,0,1,10,16,4,9,4,5,18,9,2,3,0,0,away_win
2014-15,2015-02-28,Malaga,Getafe,3,2,1,0,16,10,6,6,6,5,11,16,3,1,0,0,home_win
2014-15,2015-02-28,Vallecano,Levante,4,2,4,1,13,10,7,3,5,2,15,18,2,2,0,0,home_win
2014-15,2015-03-01,Eibar,Ath Bilbao,0,1,0,1,6,13,2,8,5,6,16,14,3,2,0,0,away_win
2014-15,2015-03-01,Real Madrid,Villarreal,1,1,0,0,25,9,7,4,10,4,7,20,2,5,0,0,draw
2014-15,2015-03-01,Sevilla,Ath Madrid,0,0,0,0,13,9,4,2,7,1,13,14,4,7,0,0,draw
2014-15,2015-03-01,Valencia,Sociedad,2,0,0,0,19,8,3,0,9,5,14,14,3,3,0,0,home_win
2014-15,2015-03-02,Celta,Elche,1,1,0,0,11,7,5,1,6,3,16,12,5,3,0,0,draw
2014-15,2015-03-06,Levante,Eibar,2,1,0,0,12,14,4,3,6,7,11,17,4,5,0,1,home_win
2014-15,2015-03-07,La Coruna,Sevilla,3,4,1,1,15,11,5,6,5,1,12,14,1,4,0,0,away_win
2014-15,2015-03-07,Granada,Malaga,1,0,0,0,14,5,4,1,8,1,11,20,4,5,0,0,home_win
2014-15,2015-03-07,Ath Bilbao,Real Madrid,1,0,1,0,6,13,2,2,1,9,17,11,3,4,0,0,home_win
2014-15,2015-03-07,Elche,Almeria,1,0,1,0,15,9,4,2,6,5,13,15,3,0,0,0,home_win
2014-15,2015-03-08,Ath Madrid,Valencia,1,1,1,0,8,3,3,1,6,1,22,19,5,6,0,1,draw
2014-15,2015-03-08,Barcelona,Vallecano,6,1,1,0,19,7,12,3,4,1,13,11,3,2,1,1,home_win
2014-15,2015-03-08,Sociedad,Espanol,1,0,1,0,10,9,4,4,6,5,13,14,2,3,0,0,home_win
2014-15,2015-03-08,Villarreal,Celta,4,1,2,0,12,13,8,4,3,2,9,14,0,2,0,0,home_win
2014-15,2015-03-09,Cordoba,Getafe,1,2,0,0,18,15,4,7,5,6,11,10,3,2,0,0,away_win
2014-15,2015-03-13,Valencia,La Coruna,2,0,0,0,16,5,8,2,5,5,12,17,1,2,0,0,home_win
2014-15,2015-03-14,Vallecano,Granada,3,1,0,1,16,11,8,3,6,6,15,8,3,2,0,0,home_win
2014-15,2015-03-14,Celta,Ath Bilbao,1,2,0,2,16,12,5,4,8,5,14,12,3,3,0,1,away_win
2014-15,2015-03-14,Eibar,Barcelona,0,2,0,1,13,12,2,4,6,3,14,3,1,0,0,0,away_win
2014-15,2015-03-14,Espanol,Ath Madrid,0,0,0,0,7,14,1,6,6,7,33,18,3,3,0,1,draw
2014-15,2015-03-15,Sevilla,Elche,3,0,2,0,12,14,4,3,5,9,13,11,2,3,0,0,home_win
2014-15,2015-03-15,Real Madrid,Levante,2,0,2,0,22,8,6,0,10,4,9,14,2,0,0,0,home_win
2014-15,2015-03-15,Almeria,Villarreal,0,0,0,0,10,18,2,7,4,3,16,15,4,4,1,1,draw
2014-15,2015-03-15,Malaga,Cordoba,2,0,0,0,19,4,6,2,2,3,11,15,0,2,0,0,home_win
2014-15,2015-03-16,Getafe,Sociedad,0,1,0,0,14,10,5,4,6,5,14,12,4,1,0,0,away_win
2014-15,2015-03-20,Elche,Valencia,0,4,0,1,7,10,1,5,4,4,12,10,1,0,0,0,away_win
2014-15,2015-03-21,Ath Bilbao,Almeria,2,1,2,0,19,7,6,1,9,6,8,20,2,4,0,1,home_win
2014-15,2015-03-21,Ath Madrid,Getafe,2,0,2,0,15,5,6,1,10,5,10,16,2,2,0,0,home_win
2014-15,2015-03-21,Granada,Eibar,0,0,0,0,17,4,4,1,7,5,14,17,4,1,0,0,draw
2014-15,2015-03-21,Levante,Celta,0,1,0,0,9,17,3,5,5,5,17,9,4,3,0,0,away_win
2014-15,2015-03-21,Vallecano,Malaga,1,0,1,0,11,6,2,2,7,4,20,15,8,0,0,1,home_win
2014-15,2015-03-22,Barcelona,Real Madrid,2,1,1,1,17,13,5,4,7,10,9,14,5,6,0,0,home_win
2014-15,2015-03-22,La Coruna,Espanol,0,0,0,0,14,7,1,2,2,2,10,16,4,4,0,0,draw
2014-15,2015-03-22,Sociedad,Cordoba,3,1,1,1,19,11,3,6,9,5,9,16,1,5,0,3,home_win
2014-15,2015-03-22,Villarreal,Sevilla,0,2,0,0,23,9,5,5,8,2,11,16,2,1,0,0,away_win
2014-15,2015-04-03,Eibar,Vallecano,1,2,1,2,12,13,4,8,4,4,15,15,3,3,1,0,away_win
2014-15,2015-04-04,Sevilla,Ath Bilbao,2,0,2,0,9,14,5,2,6,7,17,9,3,3,0,0,home_win
2014-15,2015-04-04,Malaga,Sociedad,1,1,0,0,13,9,6,3,12,3,17,10,4,5,0,0,draw
2014-15,2015-04-04,Cordoba,Ath Madrid,0,2,0,2,11,8,2,4,3,5,12,9,2,1,0,0,away_win
2014-15,2015-04-04,Almeria,Levante,1,4,0,2,9,15,3,5,7,8,18,16,4,2,1,0,away_win
2014-15,2015-04-05,Celta,Barcelona,0,1,0,0,7,12,1,3,4,3,26,12,2,2,1,0,away_win
2014-15,2015-04-05,Getafe,La Coruna,2,1,2,0,11,9,4,2,5,1,19,14,1,3,0,0,home_win
2014-15,2015-04-05,Real Madrid,Granada,9,1,4,0,29,11,11,6,10,1,6,9,1,2,0,0,home_win
2014-15,2015-04-05,Valencia,Villarreal,0,0,0,0,13,5,3,2,2,6,14,18,2,5,0,0,draw
2014-15,2015-04-06,Espanol,Elche,1,1,1,0,5,8,3,2,4,4,18,16,3,3,0,0,draw
2014-15,2015-04-07,Levante,Sevilla,1,2,0,2,19,12,6,5,12,3,16,16,4,5,0,0,away_win
2014-15,2015-04-07,Ath Madrid,Sociedad,2,0,2,0,12,9,3,2,4,10,13,17,1,0,0,0,home_win
2014-15,2015-04-07,Eibar,Malaga,1,0,0,0,8,14,5,4,4,2,15,17,3,2,0,0,home_win
2014-15,2015-04-08,La Coruna,Cordoba,1,1,0,0,8,16,2,7,6,5,12,16,3,2,1,0,draw
2014-15,2015-04-08,Vallecano,Real Madrid,0,2,0,0,20,17,8,5,8,1,15,11,4,5,0,0,away_win
2014-15,2015-04-08,Barcelona,Almeria,4,0,1,0,19,6,12,3,14,5,9,14,1,1,0,0,home_win
2014-15,2015-04-08,Granada,Celta,1,1,1,0,8,12,3,4,1,5,13,14,4,5,1,0,draw
2014-15,2015-04-09,Villarreal,Espanol,0,3,0,1,7,14,2,4,7,2,14,14,1,1,0,0,away_win
2014-15,2015-04-09,Ath Bilbao,Valencia,1,1,0,0,12,7,4,4,8,3,17,15,5,3,0,1,draw
2014-15,2015-04-09,Elche,Getafe,0,1,0,0,16,9,2,4,10,4,13,19,2,3,0,0,away_win
2014-15,2015-04-11,Almeria,Granada,3,0,1,0,17,15,9,3,5,6,16,14,4,3,0,0,home_win
2014-15,2015-04-11,Celta,Vallecano,6,1,4,1,17,12,10,4,3,4,16,3,1,1,0,0,home_win
2014-15,2015-04-11,Malaga,Ath Madrid,2,2,1,1,11,11,3,5,6,1,13,10,2,3,0,0,draw
2014-15,2015-04-11,Real Madrid,Eibar,3,0,2,0,24,4,13,2,7,4,10,18,0,3,0,0,home_win
2014-15,2015-04-11,Sevilla,Barcelona,2,2,1,2,11,17,2,7,2,4,23,9,5,2,0,0,draw
2014-15,2015-04-12,Cordoba,Elche,0,2,0,1,14,7,2,3,8,3,9,26,0,2,1,0,away_win
2014-15,2015-04-12,Espanol,Ath Bilbao,1,0,1,0,5,10,1,2,7,1,14,13,2,2,0,0,home_win
2014-15,2015-04-12,Getafe,Villarreal,1,1,0,0,12,9,2,4,11,5,9,16,2,6,0,0,draw
2014-15,2015-04-12,Sociedad,La Coruna,2,2,1,1,9,16,4,5,5,7,12,19,4,4,0,0,draw
2014-15,2015-04-13,Valencia,Levante,3,0,2,0,13,11,5,1,5,4,12,12,3,3,0,0,home_win
2014-15,2015-04-17,Levante,Espanol,2,2,1,2,13,12,3,6,8,4,14,18,1,3,0,0,draw
2014-15,2015-04-18,Real Madrid,Malaga,3,1,1,0,12,11,6,2,4,3,11,26,2,2,0,0,home_win
2014-15,2015-04-18,La Coruna,Ath Madrid,1,2,0,2,9,15,2,10,5,6,16,15,2,4,0,0,away_win
2014-15,2015-04-18,Barcelona,Valencia,2,0,1,0,11,11,5,3,6,3,18,17,4,4,0,0,home_win
2014-15,2015-04-18,Ath Bilbao,Getafe,4,0,1,0,27,1,8,1,6,1,12,12,2,4,0,1,home_win
2014-15,2015-04-19,Eibar,Celta,0,1,0,1,11,17,3,5,1,9,10,20,2,2,0,0,away_win
2014-15,2015-04-19,Granada,Sevilla,1,1,1,0,6,16,2,3,5,9,15,14,2,2,0,0,draw
2014-15,2015-04-19,Vallecano,Almeria,2,0,1,0,13,8,9,3,5,7,18,12,1,2,0,0,home_win
2014-15,2015-04-19,Villarreal,Cordoba,0,0,0,0,28,9,7,4,12,3,14,16,1,4,0,0,draw
2014-15,2015-04-20,Elche,Sociedad,1,0,1,0,9,4,2,2,7,4,21,11,3,4,0,0,home_win
2014-15,2015-04-24,Cordoba,Ath Bilbao,0,1,0,0,22,15,2,4,9,5,13,19,2,3,0,0,away_win
2014-15,2015-04-25,Ath Madrid,Elche,3,0,0,0,18,14,9,3,9,8,11,18,3,2,0,0,home_win
2014-15,2015-04-25,Espanol,Barcelona,0,2,0,2,7,12,2,5,5,3,21,12,5,1,1,1,away_win
2014-15,2015-04-25,Getafe,Levante,0,1,0,1,10,9,2,3,5,5,9,14,4,3,0,0,away_win
2014-15,2015-04-25,Sociedad,Villarreal,0,0,0,0,13,19,2,4,7,9,15,13,1,4,0,0,draw
2014-15,2015-04-26,Sevilla,Vallecano,2,0,2,0,12,22,7,3,5,8,15,13,0,2,0,0,home_win
2014-15,2015-04-26,Malaga,La Coruna,1,1,0,0,14,12,5,3,9,5,17,15,5,1,0,0,draw
2014-15,2015-04-26,Celta,Real Madrid,2,4,2,3,20,10,4,7,5,4,17,6,3,2,0,0,away_win
2014-15,2015-04-26,Almeria,Eibar,2,0,1,0,9,8,3,5,5,7,11,13,4,3,0,0,home_win
2014-15,2015-04-27,Valencia,Granada,4,0,2,0,13,5,6,0,2,6,12,16,3,3,0,0,home_win
2014-15,2015-04-28,Ath Bilbao,Sociedad,1,1,0,0,11,13,3,8,7,3,16,13,2,2,0,1,draw
2014-15,2015-04-28,Barcelona,Getafe,6,0,5,0,21,7,12,3,5,6,11,5,0,0,0,0,home_win
2014-15,2015-04-28,Levante,Cordoba,1,0,1,0,13,8,3,1,6,5,17,10,3,3,0,0,home_win
2014-15,2015-04-29,Celta,Malaga,1,0,0,0,14,7,2,2,3,5,6,13,2,3,0,0,home_win
2014-15,2015-04-29,Eibar,Sevilla,1,3,0,2,15,12,3,6,4,2,17,10,3,2,0,0,away_win
2014-15,2015-04-29,Elche,La Coruna,4,0,2,0,12,10,7,5,3,4,7,10,1,2,0,0,home_win
2014-15,2015-04-29,Real Madrid,Almeria,3,0,1,0,18,7,4,0,10,4,9,12,1,0,0,0,home_win
2014-15,2015-04-29,Villarreal,Ath Madrid,0,1,0,0,13,12,3,3,7,1,5,18,0,4,0,0,away_win
2014-15,2015-04-30,Granada,Espanol,1,2,0,1,16,7,4,3,8,1,19,12,2,3,0,0,away_win
2014-15,2015-04-30,Vallecano,Valencia,1,1,1,0,9,13,3,5,4,8,21,15,2,1,1,1,draw
2014-15,2015-05-01,Sociedad,Levante,3,0,1,0,9,14,3,1,3,7,14,13,2,3,0,0,home_win
2014-15,2015-05-02,Sevilla,Real Madrid,2,3,1,2,18,14,5,5,8,1,11,12,4,2,0,0,away_win
2014-15,2015-05-02,La Coruna,Villarreal,1,1,0,0,9,7,3,2,4,2,14,12,1,5,0,0,draw
2014-15,2015-05-02,Ath Madrid,Ath Bilbao,0,0,0,0,10,7,3,0,9,2,8,20,2,2,0,1,draw
2014-15,2015-05-02,Cordoba,Barcelona,0,8,0,2,5,27,1,11,5,8,11,3,2,0,0,0,away_win
2014-15,2015-05-03,Espanol,Vallecano,1,1,0,1,12,7,5,4,5,1,18,18,3,1,1,0,draw
2014-15,2015-05-03,Getafe,Granada,1,2,1,1,17,14,5,6,4,6,14,17,3,4,0,0,away_win
2014-15,2015-05-03,Malaga,Elche,1,2,0,1,21,7,9,3,5,2,15,18,3,1,0,1,away_win
2014-15,2015-05-03,Valencia,Eibar,3,1,1,0,13,7,6,1,7,5,8,17,2,1,0,0,home_win
2014-15,2015-05-04,Almeria,Celta,2,2,0,2,12,7,3,3,3,6,12,9,2,3,1,1,draw
2014-15,2015-05-08,Eibar,Espanol,0,2,0,1,8,12,4,6,4,2,17,12,2,4,0,0,away_win
2014-15,2015-05-09,Granada,Cordoba,2,0,1,0,21,4,8,1,8,1,16,12,2,2,0,2,home_win
2014-15,2015-05-09,Ath Bilbao,La Coruna,1,1,1,0,11,8,5,2,3,3,14,10,4,4,0,0,draw
2014-15,2015-05-09,Barcelona,Sociedad,2,0,0,0,15,5,8,1,10,3,9,13,1,5,0,0,home_win
2014-15,2015-05-09,Real Madrid,Valencia,2,2,0,2,29,13,10,4,12,9,14,19,4,4,0,0,draw
2014-15,2015-05-10,Villarreal,Elche,1,0,1,0,12,13,5,2,8,5,15,7,1,2,0,0,home_win
2014-15,2015-05-10,Levante,Ath Madrid,2,2,1,1,8,15,5,7,2,6,8,16,2,2,0,0,draw
2014-15,2015-05-10,Almeria,Malaga,1,2,1,1,10,14,4,5,7,6,15,18,3,4,0,0,away_win
2014-15,2015-05-10,Celta,Sevilla,1,1,0,1,13,8,2,4,4,2,17,15,3,5,0,0,draw
2014-15,2015-05-11,Vallecano,Getafe,2,0,1,0,15,9,5,3,8,5,14,12,2,1,1,1,home_win
2014-15,2015-05-17,Villarreal,Malaga,2,1,0,0,8,15,2,4,3,9,9,12,3,1,0,0,home_win
2014-15,2015-05-17,Valencia,Celta,1,1,0,1,21,11,7,3,7,7,9,18,1,5,0,0,draw
2014-15,2015-05-17,Sociedad,Granada,0,3,0,0,7,15,1,6,3,3,12,17,2,2,0,0,away_win
2014-15,2015-05-17,La Coruna,Levante,2,0,1,0,10,5,3,1,8,3,12,13,3,2,0,0,home_win
2014-15,2015-05-17,Sevilla,Almeria,2,1,0,1,15,14,3,3,5,4,17,17,0,4,0,1,home_win
2014-15,2015-05-17,Espanol,Real Madrid,1,4,0,0,15,18,3,7,2,5,17,12,2,4,0,0,away_win
2014-15,2015-05-17,Elche,Ath Bilbao,2,3,2,0,10,17,3,5,1,9,13,12,2,2,0,0,away_win
2014-15,2015-05-17,Cordoba,Vallecano,1,2,0,1,14,22,2,10,5,8,5,13,0,0,0,0,away_win
2014-15,2015-05-17,Ath Madrid,Barcelona,0,1,0,0,10,15,3,5,6,5,23,7,5,3,0,0,away_win
2014-15,2015-05-17,Getafe,Eibar,1,1,1,1,13,5,3,1,6,4,11,12,0,2,0,0,draw
2014-15,2015-05-23,Levante,Elche,0,0,0,0,8,15,0,6,4,4,14,15,3,3,0,0,draw
2014-15,2015-05-23,Vallecano,Sociedad,2,4,1,2,13,11,3,8,9,2,12,13,1,1,0,0,away_win
2014-15,2015-05-23,Real Madrid,Getafe,7,3,3,3,18,14,11,6,8,7,12,13,2,3,0,0,home_win
2014-15,2015-05-23,Malaga,Sevilla,2,3,0,0,16,12,8,6,6,1,13,9,3,2,1,0,away_win
2014-15,2015-05-23,Granada,Ath Madrid,0,0,0,0,2,3,0,1,4,0,9,11,0,0,0,0,draw
2014-15,2015-05-23,Ath Bilbao,Villarreal,4,0,3,0,17,13,8,2,4,5,13,7,0,1,0,0,home_win
2014-15,2015-05-23,Celta,Espanol,3,2,1,1,10,17,7,3,2,2,11,14,2,1,1,0,home_win
2014-15,2015-05-23,Barcelona,La Coruna,2,2,1,0,18,10,7,2,4,4,6,9,1,3,0,0,draw
2014-15,2015-05-23,Almeria,Valencia,2,3,2,2,10,9,3,5,3,6,19,18,2,4,0,1,away_win
2014-15,2015-05-23,Eibar,Cordoba,3,0,3,0,12,15,6,5,4,5,13,7,1,0,0,0,home_win
2015-16,2015-08-21,Malaga,Sevilla,0,0,0,0,25,10,5,2,7,2,19,11,3,3,0,1,draw
2015-16,2015-08-22,Ath Madrid,Las Palmas,1,0,1,0,14,8,3,1,4,4,11,16,2,0,0,0,home_win
2015-16,2015-08-22,Espanol,Getafe,1,0,1,0,4,14,2,3,5,6,19,14,2,3,0,1,home_win
2015-16,2015-08-22,La Coruna,Sociedad,0,0,0,0,15,9,5,2,5,4,16,10,3,2,0,0,draw
2015-16,2015-08-22,Vallecano,Valencia,0,0,0,0,8,10,3,4,3,3,19,11,3,1,0,0,draw
2015-16,2015-08-23,Sp Gijon,Real Madrid,0,0,0,0,6,27,0,8,2,5,20,4,4,0,0,0,draw
2015-16,2015-08-23,Levante,Celta,1,2,0,1,11,15,2,6,4,6,12,17,1,3,1,0,away_win
2015-16,2015-08-23,Ath Bilbao,Barcelona,0,1,0,0,8,10,2,4,2,4,16,11,3,3,0,0,away_win
2015-16,2015-08-23,Betis,Villarreal,1,1,0,1,22,8,6,4,7,5,11,26,3,1,0,1,draw
2015-16,2015-08-24,Granada,Eibar,1,3,0,2,12,10,6,4,6,5,5,23,1,6,1,0,away_win
2015-16,2015-08-28,Villarreal,Espanol,3,1,0,1,14,4,4,2,2,3,10,20,1,6,0,0,home_win
2015-16,2015-08-29,Barcelona,Malaga,1,0,0,0,22,4,13,1,15,2,4,21,0,3,0,0,home_win
2015-16,2015-08-29,Celta,Vallecano,3,0,1,0,11,3,7,0,5,4,7,11,2,2,0,1,home_win
2015-16,2015-08-29,Real Madrid,Betis,5,0,2,0,21,7,11,1,11,4,12,14,3,3,0,0,home_win
2015-16,2015-08-29,Sociedad,Sp Gijon,0,0,0,0,12,7,1,2,6,4,10,15,4,5,0,0,draw
2015-16,2015-08-30,Sevilla,Ath Madrid,0,3,0,1,25,17,7,7,11,1,17,13,3,4,0,0,away_win
2015-16,2015-08-30,Las Palmas,Levante,0,0,0,0,16,3,2,2,3,0,14,21,2,4,0,0,draw
2015-16,2015-08-30,Valencia,La Coruna,1,1,1,1,12,12,5,3,5,7,13,15,2,1,1,0,draw
2015-16,2015-08-30,Eibar,Ath Bilbao,2,0,1,0,9,9,8,1,11,4,14,13,2,2,0,0,home_win
2015-16,2015-08-30,Getafe,Granada,1,2,0,2,16,9,4,4,6,6,16,15,5,3,0,0,away_win
2015-16,2015-09-11,Levante,Sevilla,1,1,0,1,14,8,4,3,5,4,12,8,3,3,0,0,draw
2015-16,2015-09-12,Ath Madrid,Barcelona,1,2,0,0,11,13,3,5,1,10,17,5,3,1,0,0,away_win
2015-16,2015-09-12,Betis,Sociedad,1,0,1,0,9,15,2,3,2,4,12,9,4,3,1,0,home_win
2015-16,2015-09-12,Espanol,Real Madrid,0,6,0,4,14,15,3,8,5,6,19,10,2,2,0,0,away_win
2015-16,2015-09-12,Sp Gijon,Valencia,0,1,0,0,16,17,8,3,5,6,16,11,3,3,0,0,away_win
2015-16,2015-09-13,Ath Bilbao,Getafe,3,1,2,0,14,11,6,3,12,5,12,15,1,4,0,0,home_win
2015-16,2015-09-13,Celta,Las Palmas,3,3,2,1,26,9,12,5,7,2,19,14,0,3,0,1,draw
2015-16,2015-09-13,Granada,Villarreal,1,3,0,0,13,8,2,5,8,6,16,21,2,4,0,0,away_win
2015-16,2015-09-13,Malaga,Eibar,0,0,0,0,10,7,4,0,7,3,11,13,2,4,0,0,draw
2015-16,2015-09-14,Vallecano,La Coruna,1,3,1,2,8,14,2,8,5,4,12,10,2,2,1,0,away_win
2015-16,2015-09-18,Getafe,Malaga,1,0,1,0,10,13,4,3,4,7,18,11,5,2,0,0,home_win
2015-16,2015-09-19,Sociedad,Espanol,2,3,1,1,10,18,3,6,7,6,15,16,2,3,1,0,away_win
2015-16,2015-09-19,Valencia,Betis,0,0,0,0,22,3,5,1,7,1,17,15,4,2,0,1,draw
2015-16,2015-09-19,Eibar,Ath Madrid,0,2,0,0,9,14,3,6,1,4,13,7,2,1,0,0,away_win
2015-16,2015-09-19,Real Madrid,Granada,1,0,0,0,20,12,10,3,10,1,9,15,1,3,0,0,home_win
2015-16,2015-09-20,Villarreal,Ath Bilbao,3,1,1,0,14,11,7,2,9,4,17,6,4,4,0,0,home_win
2015-16,2015-09-20,Sevilla,Celta,1,2,0,2,13,15,5,5,5,5,16,16,3,5,0,1,away_win
2015-16,2015-09-20,Barcelona,Levante,4,1,0,0,21,11,8,4,4,4,8,16,0,1,0,0,home_win
2015-16,2015-09-20,La Coruna,Sp Gijon,2,3,2,3,19,4,9,4,8,3,11,16,3,3,0,0,away_win
2015-16,2015-09-20,Las Palmas,Vallecano,0,1,0,1,8,17,2,6,3,5,13,19,3,5,0,0,away_win
2015-16,2015-09-22,Ath Madrid,Getafe,2,0,1,0,12,6,3,2,6,1,14,10,3,2,0,0,home_win
2015-16,2015-09-22,Espanol,Valencia,1,0,1,0,17,10,5,4,7,6,22,14,5,7,0,0,home_win
2015-16,2015-09-22,Granada,Sociedad,0,3,0,2,11,8,1,5,4,3,20,18,5,4,0,0,away_win
2015-16,2015-09-23,Ath Bilbao,Real Madrid,1,2,0,1,11,22,5,6,6,8,17,10,4,3,0,0,away_win
2015-16,2015-09-23,Celta,Barcelona,4,1,2,0,18,18,5,7,5,10,19,4,2,2,0,0,home_win
2015-16,2015-09-23,Las Palmas,Sevilla,2,0,1,0,12,17,4,3,5,5,9,13,3,4,0,0,home_win
2015-16,2015-09-23,Levante,Eibar,2,2,0,1,12,10,2,4,4,7,13,23,2,5,0,0,draw
2015-16,2015-09-23,Malaga,Villarreal,0,1,0,0,15,9,4,3,8,5,18,14,2,3,0,0,away_win
2015-16,2015-09-23,Vallecano,Sp Gijon,2,1,1,0,18,5,6,2,4,4,14,17,2,1,0,1,home_win
2015-16,2015-09-24,Betis,La Coruna,1,2,0,0,9,8,2,3,3,4,11,22,3,5,0,0,away_win
2015-16,2015-09-25,Valencia,Granada,1,0,1,0,12,18,5,3,11,3,19,20,3,3,0,0,home_win
2015-16,2015-09-26,Barcelona,Las Palmas,2,1,1,0,18,10,6,6,3,4,12,23,2,4,0,0,home_win
2015-16,2015-09-26,Eibar,Celta,1,1,1,0,10,9,3,2,4,4,25,16,5,4,0,0,draw
2015-16,2015-09-26,Real Madrid,Malaga,0,0,0,0,31,12,9,3,12,6,11,10,4,4,0,1,draw
2015-16,2015-09-26,Sevilla,Vallecano,3,2,2,0,17,18,8,5,6,5,9,18,1,2,0,1,home_win
2015-16,2015-09-26,Villarreal,Ath Madrid,1,0,1,0,5,9,2,4,1,5,11,15,2,2,0,0,home_win
2015-16,2015-09-27,Getafe,Levante,3,0,0,0,15,10,8,3,4,4,11,10,2,3,0,0,home_win
2015-16,2015-09-27,La Coruna,Espanol,3,0,2,0,14,7,5,3,7,5,11,11,4,3,0,1,home_win
2015-16,2015-09-27,Sociedad,Ath Bilbao,0,0,0,0,14,9,4,2,4,2,15,19,3,4,0,0,draw
2015-16,2015-09-27,Sp Gijon,Betis,1,2,1,0,19,13,10,5,10,4,11,9,1,1,0,0,away_win
2015-16,2015-10-02,Celta,Getafe,0,0,0,0,18,8,7,2,9,1,11,18,1,5,0,0,draw
2015-16,2015-10-03,Sevilla,Barcelona,2,1,0,0,12,28,5,9,7,9,16,16,5,3,0,0,home_win
2015-16,2015-10-03,Las Palmas,Eibar,0,2,0,1,18,9,4,4,3,2,5,16,2,2,0,0,away_win
2015-16,2015-10-03,Malaga,Sociedad,3,1,2,1,11,13,7,5,2,4,15,16,3,2,1,0,home_win
2015-16,2015-10-03,Espanol,Sp Gijon,1,2,0,1,13,12,9,2,9,1,17,16,3,3,0,0,away_win
2015-16,2015-10-03,Granada,La Coruna,1,1,0,1,10,14,3,3,2,5,13,21,1,3,0,0,draw
2015-16,2015-10-04,Ath Bilbao,Valencia,3,1,1,1,16,9,7,4,11,4,12,9,0,4,0,0,home_win
2015-16,2015-10-04,Ath Madrid,Real Madrid,1,1,0,1,18,9,4,2,5,1,19,12,6,4,0,0,draw
2015-16,2015-10-04,Levante,Villarreal,1,0,0,0,15,3,5,2,8,2,15,17,4,3,0,1,home_win
2015-16,2015-10-04,Vallecano,Betis,0,2,0,1,23,9,9,6,8,3,13,14,4,2,0,0,away_win
2015-16,2015-10-17,Barcelona,Vallecano,5,2,2,1,14,22,9,8,7,10,8,15,1,2,0,0,home_win
2015-16,2015-10-17,Betis,Espanol,1,3,0,1,21,13,6,4,4,3,18,21,2,4,0,0,away_win
2015-16,2015-10-17,Eibar,Sevilla,1,1,1,0,14,15,4,5,2,5,16,9,3,3,0,0,draw
2015-16,2015-10-17,Real Madrid,Levante,3,0,2,0,20,15,6,5,4,4,8,10,1,4,0,0,home_win
2015-16,2015-10-17,Valencia,Malaga,3,0,2,0,6,10,3,3,6,8,18,21,3,3,0,0,home_win
2015-16,2015-10-18,Villarreal,Celta,1,2,0,1,12,13,3,2,7,4,10,12,1,3,1,0,away_win
2015-16,2015-10-18,Sociedad,Ath Madrid,0,2,0,1,11,7,1,3,5,2,14,11,4,5,2,0,away_win
2015-16,2015-10-18,Getafe,Las Palmas,4,0,2,0,14,16,7,3,5,1,18,15,2,1,0,1,home_win
2015-16,2015-10-18,La Coruna,Ath Bilbao,2,2,0,1,16,7,3,2,4,6,8,18,2,2,0,0,draw
2015-16,2015-10-19,Sp Gijon,Granada,3,3,1,2,16,14,6,7,6,1,10,13,3,4,0,2,draw
2015-16,2015-10-23,Vallecano,Espanol,3,0,1,0,13,9,7,3,6,5,15,11,2,1,1,1,home_win
2015-16,2015-10-24,Celta,Real Madrid,1,3,0,2,17,14,7,8,5,7,17,16,4,1,1,0,away_win
